,Address,City,Zip Code,Price,sqft,# of Beds,# of Baths
1291,933 Stone Chapel Way,Fort Worth,76179,215000,,3.0,2.0
1292,8617 Guadalupe Road,Fort Worth,76116,215000,,3.0,2.0
1293,4620 Mustang Drive,Fort Worth,76137,219000,,3.0,2.0
1294,3008 Vicksburg Lane,Fort Worth,76123,224900,,3.0,2.0
1295,5016 River Rock Boulevard,Fort Worth,76179,225000,,3.0,2.0
1296,734 Heights Drive,Fort Worth,76112,229000,,2.0,3.0
1297,5263 Meadowbrook Drive,Fort Worth,76112,229900,,4.0,3.0
1298,11720 Latania Lane,Fort Worth,76244,230000,,3.0,2.0
1299,713 Key Deer Drive,Fort Worth,76028,230000,,3.0,2.0
1300,1328 Nicole Way,Fort Worth,76028,235000,,4.0,3.0
1301,10920 Deauville Circle N,Fort Worth,76108,238500,,4.0,2.0
1302,2208 Wakecrest Drive,Fort Worth,76108,240000,,3.0,2.0
1303,4556 Grainland Court,Fort Worth,76179,240000,,4.0,2.0
1304,1720 Danciger Drive,Fort Worth,76112,240000,,4.0,3.0
1305,7573 Vanessa Drive,Fort Worth,76112,244900,,4.0,3.0
1306,2745 Cochran Way,Fort Worth,76108,245000,,3.0,2.0
1307,7429 Laurie Drive,Fort Worth,76112,249500,,3.0,2.0
1308,7216 Briarwyck Court,Fort Worth,76137,250000,,4.0,2.0
1309,5820 Ridgerock Court,Fort Worth,76132,255000,,3.0,2.0
1310,8424 Steel Dust Drive,Fort Worth,76179,259000,,3.0,2.0
1311,8368 Pipestone Drive,Fort Worth,76137,259900,,3.0,2.0
1312,4101 Piedmont Road,Fort Worth,76116,260000,,3.0,2.0
1313,8612 Star Thistle Drive,Fort Worth,76179,260000,,4.0,3.0
1314,2209 Sims Drive,Fort Worth,76119,262000,,4.0,3.0
1315,1700 Kings Glen Lane,Fort Worth,76140,264900,,4.0,2.0
1316,8209 Water Buck Run,Fort Worth,76179,266000,,3.0,2.0
1317,4732 Great Divide Drive,Fort Worth,76137,269000,,3.0,3.0
1318,2624 Twinflower Drive,Fort Worth,76244,270000,,3.0,2.0
1319,621 Bent Oak Drive,Fort Worth,76131,275000,,3.0,2.0
1320,12913 Parkersburg Drive,Fort Worth,76244,275000,,3.0,2.0
1321,9244 Bronze Meadow Drive,Fort Worth,76131,275000,,3.0,2.0
1322,10445 Evening View Drive,Fort Worth,76131,279000,,4.0,3.0
1323,9105 Settlers Peak Road,Fort Worth,76179,279900,,3.0,2.0
1324,7333 Mesa Verde Trail,Fort Worth,76137,285000,,5.0,3.0
1325,3905 Clayton Road E,Fort Worth,76116,285000,,3.0,2.0
1326,4540 Indian Rock Drive,Fort Worth,76244,290000,,4.0,2.0
1327,11805 Dixon Drive,Fort Worth,76108,294990,,4.0,2.0
1328,220 Ridgeland Oak Drive,Fort Worth,76120,296900,,3.0,2.0
1329,2408 Flowing Springs Drive,Fort Worth,76177,300000,,3.0,2.0
1330,7413 Buckskin Court,Fort Worth,76137,300000,,3.0,3.0
1331,9104 Tyne Trail,Fort Worth,76118,300000,,3.0,2.0
1332,8240 Pine Meadows Drive,Fort Worth,76244,300000,,3.0,2.0
1333,7525 Pleasant Oaks Street,Fort Worth,76120,309900,,4.0,3.0
1334,4925 Cedar Brush Drive,Fort Worth,76123,315000,,5.0,4.0
1335,1005 Terrace View Drive,Fort Worth,76108,315000,,4.0,4.0
1336,7801 Lake Meredith Way,Fort Worth,76137,315000,,4.0,3.0
1337,3737 Redwood Creek Lane,Fort Worth,76137,315000,,4.0,3.0
1338,7633 Quail Ridge,Fort Worth,76179,315000,,3.0,2.0
1339,2909 Marys Lane,Fort Worth,76116,320000,,3.0,2.0
1340,8184 Black Ash Drive,Fort Worth,76131,320000,,3.0,2.0
1341,3329 Park Ridge Boulevard,Fort Worth,76109,320500,,3.0,2.0
1342,232 Wild Onion Lane,Fort Worth,76131,322274,,3.0,2.0
1343,1128 Twin Brooks Lane,Fort Worth,76177,325000,,4.0,2.0
1344,13784 Trail Break Drive,Fort Worth,76052,325000,,5.0,3.0
1345,1813 Sevilla Road,Fort Worth,76116,328000,,3.0,2.0
1346,216 Bearman Drive,Fort Worth,76120,334900,,4.0,3.0
1347,7245 Laguna Del Campo Trail,Fort Worth,76131,340000,,4.0,3.0
1348,8628 Funtier Court,Fort Worth,76179,345000,,4.0,3.0
1349,1632 Barrel Oak Drive,Fort Worth,76028,349900,,4.0,3.0
1350,5358 Desert Falls Drive,Fort Worth,76137,350000,,5.0,4.0
1351,144 Plumed Thistle Drive,Fort Worth,76131,354990,,4.0,3.0
1352,10428 Misty Redwood Trail,Fort Worth,76177,369500,,4.0,4.0
1353,3541 Gallant Trail,Fort Worth,76244,375000,,4.0,4.0
1354,6516 Genoa Road,Fort Worth,76116,395000,,3.0,3.0
1355,2306 Park Place Avenue,Fort Worth,76110,399900,,2.0,2.0
1356,4324 Rosebriar Way,Fort Worth,76244,399990,,4.0,2.0
1357,10428 Devin Lane,Fort Worth,76053,410000,,5.0,4.0
1358,6769 Lost Star Lane,Fort Worth,76132,424900,,2.0,4.0
1359,9837 Crawford Farms Drive,Fort Worth,76244,425000,,4.0,4.0
1360,12532 Treyburn Drive,Fort Worth,76244,434900,,4.0,3.0
1361,6928 Talon Drive,Fort Worth,76179,435000,,4.0,3.0
1362,2611 McCart Avenue,Fort Worth,76110,440000,,3.0,4.0
1363,6905 Camino Court,Fort Worth,76126,470000,,4.0,3.0
1364,4317 Old Grove Way,Fort Worth,76244,499900,,5.0,4.0
1365,9633 Ben Hogan Lane,Fort Worth,76244,550000,,5.0,3.0
1366,12549 Bella Amore Drive,Fort Worth,76126,599000,,4.0,3.0
1367,4500 Ranch View Road,Fort Worth,76109,850000,,4.0,3.0
1368,3213 Crenshaw Avenue,Fort Worth,76105,139900,,2.0,1.0
1369,508 E Pafford Street,Fort Worth,76110,144900,,2.0,1.0
1370,2401 Ben Avenue,Fort Worth,76103,150000,,2.0,2.0
1371,6817 Greenlee Street,Fort Worth,76112,150000,,2.0,1.0
1372,5025 Royal Drive,Fort Worth,76116,159900,,2.0,1.0
1373,10137 Lone Eagle Drive,Fort Worth,76108,175000,,3.0,2.0
1374,5204 Ruston Avenue,Fort Worth,76133,178000,,3.0,2.0
1375,6916 Sandybrook Drive,Fort Worth,76120,179900,,3.0,2.0
1376,10808 Hornby Street,Fort Worth,76108,198000,,3.0,2.0
1377,3724 Cork Place,Fort Worth,76116,199000,,3.0,2.0
1378,3217 Hanger Avenue,Fort Worth,76105,199306,,3.0,2.0
1379,5801 Mirror Ridge Drive,Fort Worth,76179,200000,,3.0,2.0
1380,2700 W Fuller Avenue,Fort Worth,76133,209000,,3.0,2.0
1381,2315 Market Avenue,Fort Worth,76164,209900,,3.0,3.0
1382,1729 Cedar Tree,Fort Worth,76131,209900,,3.0,2.0
1383,8340 Tucson Trail,Fort Worth,76116,210000,,3.0,2.0
1384,713 Sunrise Court,Fort Worth,76120,214900,,3.0,2.0
1385,201 W Lancaster Avenue,Fort Worth,76102,215000,,2.0,2.0
1386,7829 Waxwing Circle W,Fort Worth,76137,215000,,3.0,2.0
1387,313 Rock Prairie Lane,Fort Worth,76140,219900,,4.0,3.0
1388,10221 Westward Drive,Fort Worth,76108,220000,,3.0,2.0
1389,8013 Summer Sun Drive,Fort Worth,76137,220000,,3.0,2.0
1390,7105 Lindentree Lane,Fort Worth,76137,225000,,3.0,2.0
1391,7105 Lindentree LN,Fort Worth,76137,225000,,3.0,2.0
1392,9944 Plainfield Drive,Fort Worth,76108,229000,,3.0,2.0
1393,2312 Williston Court,Fort Worth,76108,234000,,4.0,2.0
1394,4808 Fishhook CT,Fort Worth,76179,234900,,3.0,2.0
1395,5000 Cockrell Avenue,Fort Worth,76133,234900,,3.0,2.0
1396,2305 Charisma Drive,Fort Worth,76131,235000,,3.0,2.0
1397,324 Center Lane,Fort Worth,76140,239000,,4.0,2.0
1398,5944 Melanie Drive,Fort Worth,76131,239000,,3.0,2.0
1399,4403 Bellaire Drive S,Fort Worth,76109,239900,,3.0,2.0
1400,3409 WINOAK DR,Fort Worth,76123,244251,,4.0,2.0
1401,3409 WINOAK Drive,Fort Worth,76123,244251,,4.0,2.0
1402,9612 Linton Drive,Fort Worth,76108,245000,,3.0,2.0
1403,6313 Eagle Pier Way,Fort Worth,76179,245900,,4.0,2.0
1404,708 Kelley Court,Fort Worth,76120,248000,,4.0,2.0
1405,1908 Watson Street,Fort Worth,76103,249500,,3.0,2.0
1406,2117 Swenson Ranch Trail,Fort Worth,76134,249900,,3.0,2.0
1407,8401 Greylock Court,Fort Worth,76137,250000,,3.0,2.0
1408,4640 Parkmount Drive,Fort Worth,76137,255000,,4.0,2.0
1409,8420 Ram Ridge Road,Fort Worth,76137,255000,,3.0,2.0
1410,11812 Castleford Way,Fort Worth,76036,259000,,4.0,2.0
1411,14605 San Pablo Drive,Fort Worth,76052,259900,,3.0,2.0
1412,9524 Chiefton Way,Fort Worth,76244,262500,,4.0,2.0
1413,11636 Netleaf Lane,Fort Worth,76244,265000,,4.0,2.0
1414,7733 Blossom Drive,Fort Worth,76133,265000,,3.0,3.0
1415,8069 Whitney Lane,Fort Worth,76120,265000,,3.0,2.0
1416,4266 Balboa Drive,Fort Worth,76133,268000,,4.0,3.0
1417,6466 Lindell Avenue,Fort Worth,76116,269000,,2.0,2.0
1418,5209 Warm Springs Trail,Fort Worth,76137,269000,,3.0,2.0
1419,3909 Confidence Drive,Fort Worth,76244,270000,,3.0,2.0
1420,9244 Bronze Meadow DR,Fort Worth,76131,275000,,3.0,2.0
1421,2725 Ryan Avenue,Fort Worth,76110,275000,,2.0,2.0
1422,7913 Songbird Lane,Fort Worth,76123,275000,,4.0,2.0
1423,4920 Spur Ridge Court,Fort Worth,76244,275000,,4.0,2.0
1424,1963 Lanewood Drive,Fort Worth,76112,279000,,4.0,2.0
1425,10304 Little Falls Trail,Fort Worth,76177,279900,,3.0,2.0
1426,5924 Paddlefish Drive,Fort Worth,76179,285000,,3.0,2.0
1427,528 Winbridge Lane,Fort Worth,76052,289900,,4.0,3.0
1428,6132 Malvey Avenue,Fort Worth,76116,290000,,2.0,2.0
1429,1804 Lariat Drive,Fort Worth,76247,290000,,5.0,3.0
1430,9617 Lea Shore Street,Fort Worth,76179,299900,,3.0,2.0
1431,2625 Sandcherry Drive,Fort Worth,76244,300000,,3.0,2.0
1432,1329 Ocotillo Lane,Fort Worth,76177,300000,,3.0,2.0
1433,1817 Capulin Road,Fort Worth,76131,300000,,4.0,3.0
1434,9104 Flying Eagle Lane,Fort Worth,76131,304900,,4.0,2.0
1435,9104 Flying Eagle LN,Fort Worth,76131,304900,,4.0,2.0
1436,9300 Herringbone Drive,Fort Worth,76131,307000,,3.0,2.0
1437,3477 Vista Highlands,Fort Worth,76135,310500,,3.0,3.0
1438,2507 Lipscomb ST,Fort Worth,76110,312000,,3.0,2.0
1439,2507 Lipscomb Street,Fort Worth,76110,312000,,3.0,2.0
1440,14360 Mariposa Lily Lane,Fort Worth,76052,315000,,4.0,3.0
1441,2906 8th Avenue,Fort Worth,76110,315000,,4.0,3.0
1442,245 Black Alder Drive,Fort Worth,76131,315000,,3.0,2.0
1443,6024 Dunnlevy Drive,Fort Worth,76179,319000,,4.0,2.0
1444,6424 Darwood Avenue,Fort Worth,76116,319000,,3.0,2.0
1445,2321 Primrose Avenue,Fort Worth,76111,319900,,3.0,1.0
1446,2604 Avenel Court,Fort Worth,76177,320000,,4.0,3.0
1447,6024 Welch Avenue,Fort Worth,76133,325000,,4.0,3.0
1448,2441 Whispering Pines Drive,Fort Worth,76177,325000,,4.0,3.0
1449,9652 Rio Frio Trail,Fort Worth,76126,330000,,3.0,2.0
1450,5339 Tobey Court,Fort Worth,76126,335000,,4.0,2.0
1451,500 White Bud Lane,Fort Worth,76131,335000,,4.0,2.0
1452,7700 Boat Wind Road,Fort Worth,76179,335000,,3.0,3.0
1453,4632 Norwich Drive,Fort Worth,76109,339900,,3.0,3.0
1454,5221 Cedar Brush Drive,Fort Worth,76123,340000,,4.0,4.0
1455,5221 Cedar Brush DR,Fort Worth,76123,340000,,4.0,4.0
1456,8013 Mount Shasta Circle,Fort Worth,76137,349000,,3.0,3.0
1457,2217 Irwin Street,Fort Worth,76110,349900,,2.0,1.0
1458,7955 Mellie Court,Fort Worth,76123,349900,,6.0,4.0
1459,2613 Twinflower Drive,Fort Worth,76244,349900,,4.0,3.0
1460,3600 Rogers Avenue,Fort Worth,76109,349900,,3.0,2.0
1461,4408 Camp Bowie Boulevard,Fort Worth,76107,350000,,1.0,2.0
1462,4813 Hildring Drive E,Fort Worth,76109,369500,,3.0,2.0
1463,2808 Stable Door Lane,Fort Worth,76244,370000,,4.0,3.0
1464,6649 Texas Cowboy Dr,Fort Worth,76123,379196,,3.0,3.0
1465,4220 Doe Creek Trail,Fort Worth,76244,389900,,5.0,3.0
1466,404 High Desert Drive,Fort Worth,76131,395000,,5.0,4.0
1467,6424 Locke Avenue,Fort Worth,76116,399000,,3.0,2.0
1468,11741 Tuscarora Drive,Fort Worth,76108,399900,,4.0,4.0
1469,12369 Maken Trail,Fort Worth,76052,399900,,4.0,4.0
1470,5136 Collinwood Avenue,Fort Worth,76107,405000,,2.0,2.0
1471,14413 Walsh Avenue,Fort Worth,76008,424825,,4.0,4.0
1472,2716 Sandage Avenue,Fort Worth,76109,435000,,3.0,2.0
1474,1325 Fairmount Avenue,Fort Worth,76104,460000,,3.0,2.0
1475,2229 Dunstan Drive,Fort Worth,76008,491164,,4.0,5.0
1476,6417 Chauncery Place,Fort Worth,76116,499000,,3.0,3.0
1477,1012 Merion Drive,Fort Worth,76028,525000,,4.0,4.0
1478,2320 Edwin Street,Fort Worth,76110,539000,,3.0,2.0
1479,3759 W 4th Street,Fort Worth,76107,549000,,3.0,2.0
1480,411 W 7th Street,Fort Worth,76102,584900,,2.0,3.0
1481,2216 Park Place Avenue,Fort Worth,76110,585000,,4.0,2.0
1483,6356 Davis Road,Fort Worth,76140,769000,,4.0,3.0
1484,2305 Flemming Drive,Fort Worth,76112,105000,,3.0,1.0
1485,1100 California Parkway N,Fort Worth,76115,109900,,3.0,1.0
1486,1346 E Richmond Avenue,Fort Worth,76104,112000,,3.0,2.0
1487,3808 6th Avenue,Fort Worth,76110,178700,,2.0,1.0
1488,3563 Frazier Avenue,Fort Worth,76110,182900,,3.0,2.0
1489,1340 Steinburg,Fort Worth,76134,185000,,3.0,2.0
1490,1909 Milam Street,Fort Worth,76112,198900,,4.0,2.0
1491,3916 Wrenwood Drive,Fort Worth,76137,199000,,3.0,2.0
1492,324 Afton Road,Fort Worth,76134,199900,,3.0,2.0
1493,5907 Diaz Avenue,Fort Worth,76107,210000,,3.0,2.0
1494,5812 Wake Robin Drive,Fort Worth,76123,218900,,3.0,2.0
1495,2524 Concina Way,Fort Worth,76108,219500,,3.0,2.0
1496,1617 E Tucker Street,Fort Worth,76104,220000,,3.0,2.0
1497,10261 Sunset View Drive,Fort Worth,76108,225000,,3.0,2.0
1498,8232 Ranch Hand Trail,Fort Worth,76131,232900,,4.0,2.0
1499,9744 Francesca Drive,Fort Worth,76108,233000,,3.0,3.0
1500,3913 Oceanside Drive,Fort Worth,76040,235000,,3.0,3.0
1501,6320 Provinces Street,Fort Worth,76179,240000,,4.0,2.0
1502,5908 Helmick Avenue,Fort Worth,76107,245000,,3.0,2.0
1503,8009 Boat Wind Road,Fort Worth,76179,249900,,4.0,2.0
1504,7116 Culver Avenue,Fort Worth,76116,249900,,3.0,2.0
1505,613 Cranbrook Drive,Fort Worth,76131,252500,,3.0,2.0
1506,633 Goldstone Lane,Fort Worth,76131,255000,,3.0,2.0
1507,2355 Laurelhill Lane,Fort Worth,76133,257000,,4.0,2.0
1508,5624 Donnelly Avenue,Fort Worth,76107,258000,,3.0,2.0
1509,7228 Wavecrest Way,Fort Worth,76179,265000,,3.0,3.0
1510,1548 Milmo Drive,Fort Worth,76134,275000,,5.0,3.0
1511,8513 Viridian Lane,Fort Worth,76123,275000,,3.0,2.0
1512,3620 W Seminary Drive,Fort Worth,76109,275000,,3.0,1.0
1513,2524 Flowing Springs Drive,Fort Worth,76177,280000,,4.0,2.0
1514,5621 Dennis Avenue,Fort Worth,76114,290000,,4.0,2.0
1515,5209 Threshing Drive,Fort Worth,76179,300000,,4.0,2.0
1516,1541 Fallingwater Trail,Fort Worth,76052,305000,,3.0,2.0
1517,6552 Longhorn Herd Lane,Fort Worth,76123,309500,,3.0,2.0
1518,7616 Truchard Drive,Fort Worth,76179,310000,,3.0,2.0
1519,2625 Swift Creek Drive,Fort Worth,76123,310000,,5.0,4.0
1520,5329 Corn Field Drive,Fort Worth,76179,312500,,4.0,3.0
1521,2536 Grey Kingbird Trail,Fort Worth,76244,315000,,3.0,2.0
1522,3336 Park Ridge Boulevard,Fort Worth,76109,315000,,2.0,1.0
1523,3968 Tule Ranch Road,Fort Worth,76262,315000,,3.0,2.0
1524,14300 Mariposa Lily Lane,Fort Worth,76052,319900,,4.0,3.0
1525,2744 Albatross Lane,Fort Worth,76177,319900,,3.0,2.0
1526,4351 Salix Court,Fort Worth,76109,320000,,3.0,3.0
1527,8709 Glenburne Drive,Fort Worth,76131,325000,,4.0,3.0
1528,6024 Blanchard Court,Fort Worth,76126,341000,,3.0,2.0
1529,3309 Park Ridge Boulevard,Fort Worth,76109,345000,,3.0,2.0
1530,941 Pinnacle Ridge Road,Fort Worth,76052,350000,,4.0,2.0
1531,9700 Gessner Drive,Fort Worth,76244,365000,,4.0,3.0
1532,3905 Pershing Avenue,Fort Worth,76107,369000,,2.0,2.0
1533,9024 Silsby Drive,Fort Worth,76244,369900,,4.0,3.0
1534,3320 Rosemeade Drive,Fort Worth,76116,369900,,2.0,2.0
1535,1924 Forest Park Boulevard,Fort Worth,76110,374900,,2.0,2.0
1536,308 Darlington Trail,Fort Worth,76131,374900,,5.0,3.0
1537,10032 Tule Lake Road,Fort Worth,76177,379900,,4.0,3.0
1538,2505 Trailhead Drive,Fort Worth,76177,385000,,4.0,4.0
1539,15640 Fire Creek Lane,Fort Worth,76177,400000,,4.0,4.0
1540,10516 Oates Branch Lane,Fort Worth,76126,404900,,3.0,2.0
1541,5860 Brightfield Road,Fort Worth,76137,410000,,5.0,3.0
1542,5448 Tuxbury Pond Drive,Fort Worth,76179,424900,,4.0,4.0
1543,644 E Bluff Street,Fort Worth,76102,475000,,3.0,4.0
1544,7117 Meadowside Road S,Fort Worth,76132,499000,,5.0,4.0
1545,5725 Violet Crown Place,Fort Worth,76126,517900,,4.0,4.0
1546,5724 Violet Crown Place,Fort Worth,76126,532900,,4.0,4.0
1547,9717 Bison Court,Fort Worth,76244,539900,,6.0,4.0
1548,2472 Indian Cove Street,Fort Worth,76108,550000,,3.0,2.0
1549,5708 Violet Crown Place,Fort Worth,76126,559900,,4.0,4.0
1550,4604 Harley Avenue,Fort Worth,76107,590000,,3.0,3.0
1551,1222 Virginia Place,Fort Worth,76107,609000,,3.0,3.0
1552,4628 Dexter Avenue,Fort Worth,76107,725000,,4.0,4.0
1553,1822 Westover Square,Fort Worth,76107,749000,,2.0,3.0
1554,3513 Arborlawn Drive,Fort Worth,76109,1249000,,5.0,5.0
1555,8416 Ashbriar Lane,Fort Worth,76126,1290000,,4.0,4.0
1556,2528 Highview Terrace,Fort Worth,76109,1895000,,4.0,5.0
1557,4532 Pine Tree Circle E,Fort Worth,76244,139999,,3.0,2.0
1558,3137 Major Street,Fort Worth,76112,145000,,3.0,1.0
1559,2569 High Crest Avenue,Fort Worth,76111,159900,,2.0,1.0
1560,3440 Baylor ST,Fort Worth,76119,170000,,3.0,1.0
1561,2500 Wallace Street,Fort Worth,76105,170000,,3.0,2.0
1562,7628 Dahlen Street,Fort Worth,76116,175000,,3.0,2.0
1563,1809 Bolingbroke Place,Fort Worth,76140,185000,,3.0,2.0
1564,5513 Wheaton Drive,Fort Worth,76133,199900,,3.0,2.0
1565,4137 Lisbon Street,Fort Worth,76107,209900,,2.0,1.0
1566,1344 E Fogg Street,Fort Worth,76115,210000,,3.0,2.0
1567,6708 Dandelion Drive,Fort Worth,76137,215000,,3.0,2.0
1568,2016 Graham Ranch Road,Fort Worth,76134,235000,,3.0,2.0
1569,7436 Creekfall Drive,Fort Worth,76137,239999,,3.0,2.0
1570,2932 Wispy Trail,Fort Worth,76108,250000,,4.0,4.0
1571,8017 Jolie Drive,Fort Worth,76137,250000,,3.0,2.0
1572,5712 Minnow Drive,Fort Worth,76179,255000,,3.0,2.0
1573,901 Newberry Trail,Fort Worth,76120,256000,,3.0,2.0
1574,2619 Mccart Avenue,Fort Worth,76110,259000,,2.0,3.0
1575,4621 Bonnell Avenue,Fort Worth,76107,260000,,3.0,2.0
1576,10505 Turning Leaf Trail,Fort Worth,76131,264500,,4.0,3.0
1577,844 Cats Eye Drive,Fort Worth,76179,265000,,3.0,3.0
1578,2313 Senepol Way,Fort Worth,76131,269900,,3.0,2.0
1579,7520 Yolanda Drive,Fort Worth,76112,270000,,3.0,3.0
1580,4160 Fossile Butte Drive,Fort Worth,76244,272000,,4.0,3.0
1581,825 E Powell Avenue,Fort Worth,76104,279900,,4.0,3.0
1582,6636 Friendsway Drive,Fort Worth,76137,285000,,4.0,3.0
1583,10433 Merced Lake Road,Fort Worth,76177,285000,,3.0,2.0
1584,6025 Wester Avenue,Fort Worth,76133,285000,,3.0,2.0
1585,9132 Landmark,Fort Worth,76244,295000,,4.0,3.0
1586,7401 Innisbrook Lane,Fort Worth,76179,295000,,4.0,2.0
1587,10817 Abbeyglen Court,Fort Worth,76052,299900,,3.0,3.0
1588,3217 Gidran Drive,Fort Worth,76244,299900,,3.0,2.0
1589,1705 Jenson Road,Fort Worth,76112,309000,,5.0,3.0
1590,1700 Aden Road,Fort Worth,76116,310000,,3.0,2.0
1591,7513 Gairlock Drive,Fort Worth,76179,315000,,3.0,3.0
1592,2813 Fossil Run Boulevard,Fort Worth,76131,315000,,4.0,3.0
1593,529 Linacre Drive,Fort Worth,76036,325000,,4.0,3.0
1594,7924 Rushmore Court,Fort Worth,76137,329000,,5.0,4.0
1595,15737 Buffalo Nickel Drive,Fort Worth,76177,335000,,4.0,3.0
1596,4513 Foxfire Way,Fort Worth,76133,336250,,3.0,2.0
1597,4945 Monte Verde Drive,Fort Worth,76244,358900,,3.0,2.0
1598,6025 Foxwheel Place,Fort Worth,76123,374000,,4.0,3.0
1599,6133 Plum Orchard Trail,Fort Worth,76179,410000,,4.0,4.0
1600,2344 Offerande Drive,Fort Worth,76008,419432,,3.0,2.0
1601,3527 Westcliff Road S,Fort Worth,76109,435000,,3.0,4.0
1602,9505 Cholla Cactus Trail,Fort Worth,76177,439900,,5.0,3.0
1603,5125 Azul Lane,Fort Worth,76036,450000,,4.0,4.0
1604,11804 Balta Drive,Fort Worth,76244,484990,,5.0,4.0
1605,7413 Foxgrass Place,Fort Worth,76123,493072,,4.0,3.0
1606,2204 Edwin Street,Fort Worth,76110,529000,,4.0,2.0
1607,3809 Winslow Drive,Fort Worth,76109,621000,,4.0,4.0
1608,2217 Stanley Avenue,Fort Worth,76110,663000,,4.0,4.0
1609,5617 Byers Avenue,Fort Worth,76107,685000,,4.0,5.0
1610,6613 York Street,Fort Worth,76132,1690000,,5.0,6.0
1611,4605 Quails Lane,Fort Worth,76119,149900,,3.0,1.0
1612,5937 Diaz Avenue,Fort Worth,76107,172000,,3.0,2.0
1613,1505 Selene Street,Fort Worth,76106,175000,,3.0,1.0
1614,3257 Donnelly Circle,Fort Worth,76107,179000,,2.0,2.0
1615,636 Upton Avenue,Fort Worth,76103,189900,,3.0,2.0
1616,8028 Arbor Ave,Fort Worth,76116,189990,,3.0,2.0
1617,512 Flint Street,Fort Worth,76115,194900,,3.0,2.0
1618,3608 Avenue J,Fort Worth,76105,194999,,4.0,3.0
1619,245 Chalk Mountain Drive,Fort Worth,76140,199000,,3.0,2.0
1620,5009 Locke Avenue,Fort Worth,76107,199900,,2.0,1.0
1621,220 Chalk Mountain Drive,Fort Worth,76140,199900,,3.0,2.0
1622,4021 Engleman Street,Fort Worth,76137,199900,,3.0,2.0
1623,2817 S Meadow Drive,Fort Worth,76133,199900,,3.0,2.0
1624,1908 N Riverside Drive,Fort Worth,76111,200000,,2.0,1.0
1625,5505 Wales Avenue,Fort Worth,76133,204800,,3.0,2.0
1626,9525 Navarro Street,Fort Worth,76036,210000,,3.0,2.0
1627,3008 San Marcos Drive,Fort Worth,76116,219000,,4.0,2.0
1628,1105 Eagle Claw Drive,Fort Worth,76052,220000,,3.0,2.0
1629,5729 Stone Meadow Lane,Fort Worth,76179,220000,,3.0,2.0
1630,7412 Beckwood Drive,Fort Worth,76112,220000,,3.0,2.0
1631,4901 Whistler Drive,Fort Worth,76133,223209,,3.0,2.0
1632,1900 Willow Vale Drive,Fort Worth,76134,229700,,3.0,2.0
1633,3320 Camp Bowie Boulevard,Fort Worth,76107,235000,,1.0,1.0
1634,4928 Chapman Street,Fort Worth,76105,235000,,3.0,2.0
1635,4820 Willow Branch Court,Fort Worth,76036,235200,,3.0,2.0
1636,1805 Junius Street,Fort Worth,76103,239000,,3.0,2.0
1637,4048 Winfield Avenue,Fort Worth,76109,239500,,4.0,2.0
1638,8513 Cactus Flower Drive,Fort Worth,76131,245300,,3.0,2.0
1639,1812 Diamond Lake Trail,Fort Worth,76247,249000,,3.0,3.0
1640,829 San Miguel Trail,Fort Worth,76052,250000,,3.0,2.0
1641,324 Memory Drive,Fort Worth,76108,255000,,4.0,2.0
1642,9921 Shelburne,Fort Worth,76244,260000,,3.0,3.0
1644,15921 Avenel Way,Fort Worth,76177,264999,,3.0,2.0
1645,7900 Flowertree Court,Fort Worth,76137,266000,,3.0,2.0
1646,7512 Mesa Verde Trail,Fort Worth,76137,269000,,4.0,3.0
1647,3305 Leith Avenue,Fort Worth,76133,274900,,3.0,2.0
1648,10404 Sixpence Lane,Fort Worth,76108,276000,,3.0,3.0
1649,5608 Wiltshire Drive,Fort Worth,76135,280000,,5.0,3.0
1650,2224 Limestone Lane,Garland,75040,179900,,2.0,2.0
1651,6310 Green Valley Drive,Garland,75043,206900,,3.0,2.0
1652,2005 High Summit Drive,Garland,75041,234900,,3.0,2.0
1653,3701 Tulane Circle,Garland,75043,238000,,3.0,2.0
1654,450 Thistle Drive,Garland,75043,240000,,3.0,2.0
1655,4806 Snowdrop Drive,Garland,75043,259000,,3.0,3.0
1656,3142 Lariat,Garland,75042,270000,,3.0,2.0
1657,1625 Nicole Lane,Garland,75040,309700,,4.0,3.0
1658,2806 Knightsbridge LN,Garland,75043,399997,,4.0,4.0
1659,1504 Lakewood Drive,Garland,75042,159950,,3.0,1.0
1660,3229 Old Orchard Road,Garland,75041,199900,,3.0,2.0
1661,1504 Hilltop Drive,Garland,75042,209000,,2.0,1.0
1662,538 Grinnell Drive,Garland,75043,220000,,3.0,2.0
1663,1401 Inwood Boulevard,Garland,75042,222800,,3.0,2.0
1664,2204 Sharon Drive,Garland,75041,225000,,3.0,2.0
1665,5437 La Jolla Drive,Garland,75043,259000,,5.0,3.0
1666,1817 Bardfield Avenue,Garland,75041,260000,,3.0,2.0
1667,2826 Geneva Drive,Garland,75040,260000,,3.0,2.0
1668,1905 Hilltop Drive,Garland,75042,300000,,4.0,3.0
1669,4726 Maritime Cove,Garland,75043,320000,,3.0,3.0
1670,6603 Wildlife Trail,Garland,75044,325000,,2.0,3.0
1671,4414 Willett Lane,Garland,75043,435000,,4.0,4.0
1672,801 Royal Birkdale Drive,Garland,75044,479900,,4.0,4.0
1673,1820 Place One Lane,Garland,75042,179000,,3.0,2.0
1674,1609 Axe Drive,Garland,75041,185500,,3.0,2.0
1675,822 Westbrook Drive,Garland,75043,225000,,4.0,2.0
